offerid,floor,furnitured,price,buildingtype,area,rooms,rent,address,latitude,longitude
923528301,,True,3100,apartamentowiec,60.0,2,700.0,"ul. Motorowa, Warszawa",52.2339127,21.0816053
747190686,4,True,3000,apartamentowiec,34.0,2,800.0,"ul. Żupnicza 25A, Warszawa",52.2547131,21.0714203
906936652,11,True,4000,blok,40.0,2,1.0,"Ul. Jana Pawła II 20, Warszawa",52.2344382,20.9984821
923887138,2,True,3000,apartamentowiec,37.0,1,500.0,"ul. Mińska, Warszawa",52.2496855,21.0646958
912086399,3,True,2500,blok,20.0,1,400.0,"Plac Zawiszy, Warszawa",52.224642,20.9887508
862339637,2,True,3000,blok,50.48,3,813.0,"ul. Kamyk, Stara Miłosna, Warszawa",52.2190094,21.2253949
681493599,2,True,3000,kamienica,45.0,2,1.0,"Metro Stare Bielany, Warszawa",52.2818727,20.94926
923886797,7,True,1650,blok,31.0,1,800.0,"Ursynów, Warszawa",52.13785439999999,21.0291229
918676255,0,True,70,szeregowiec,65.0,2,,"Ursynów, Warszawa",52.13785439999999,21.0291229
917979408,,True,2400,apartamentowiec,47.0,2,2400.0,"Targówek Mieszkaniowy, Warszawa",52.2713763,21.0536728
923886463,6,True,3000,blok,38.0,2,,"ul. Siedlecka, Praga Północ, Warszawa",52.2588389,21.0579973
923886042,6,True,2800,blok,54.0,2,800.0,"osiedle Gocław Lotnisko, Warszawa",52.2251938,21.1007234
923886027,1,True,2750,blok,28.0,1,,"ulica Pustola, Zielona Wola, Warszawa",52.233134,20.9413157
776660490,4,True,3400,apartamentowiec,55.0,2,750.0,"ul. Bora Komorowskiego 56A, Gocław, Warszawa",52.2278522,21.0779555
825395632,1,True,2790,blok,36.0,2,449.0,"Ursus - Skorosze, Warszawa",52.188616,20.9008991
923885968,2,True,3000,apartamentowiec,37.0,1,500.0,"Soho Factory, Warszawa",52.2496147,21.0594989
923885359,7,True,2700,blok,57.0,4,500.0,"ul. Myśliborska 98F, Tarchomin, Warszawa",52.3197492,20.9574579
923271664,2,True,3200,blok,62.0,2,700.0,"ul. Naukowa, Nowe Włochy, Warszawa",52.2056642,20.9330342
807635610,0,True,4500,blok,50.0,3,900.0,"Metro Ratusz Arsenał, Warszawa",52.24489,21.0012
774115040,2,True,2500,blok,40.0,2,510.0,Warszawa Ursus - Skorosze,52.188616,20.9008991
907049705,0,True,2700,apartamentowiec,39.0,2,650.0,"ul. Trakt Nadwiślański (Osiedle Życzliwa Praga), Warszawa",52.3137501,20.9756226
864998296,3,True,2300,blok,26.0,1,500.0,"Ochota, Warszawa",52.2103359,20.9712206
914434545,2,True,3000,apartamentowiec,47.0,2,1000.0,"Grochowska 87, Warszawa",52.2403731,21.1081853
922614088,6,True,4000,apartamentowiec,51.0,2,850.0,"ul. Witebska, Warszawa",52.2687672,21.0459701
854343341,4,True,3000,blok,35.0,2,700.0,"ul. Trakt Nadwiślański 4A, Białołęka, Warszawa",52.31277430000001,20.9717015
910081933,2,True,3200,blok,45.0,2,1000.0,"ul. Bonifacego 70, Warszawa",52.1809763,21.0555484
923878619,2,True,2500,blok,40.0,1,,"Warszawa, ul. Szaserów",52.247068,21.1016718
914547909,3,True,2300,apartamentowiec,26.0,1,500.0,"ul. Dionizosa 6, Tarchomin, Białołęka, Warszawa",52.33855029999999,20.9516841
825279485,3,True,5500,blok,82.0,3,950.0,"Park Szcześliwicki, Warszawa",52.20474129999999,20.9593258
923876142,7,True,2850,pozostale,39.0,2,750.0,"ul. Chłodna 11, Warszawa",52.23767849999999,20.9918614
680656894,6,True,2700,apartamentowiec,38.0,1,590.0,"Aleja Solidarności 64, Warszawa",52.2459247,21.0040689
920354567,1,True,3530,blok,47.4,2,680.0,"ul. Taśmowa 2, Warszawa",52.17786450000001,20.9906088
649958982,4,True,2400,kamienica,32.0,1,634.1,"Warszawa, Górnym Mokotowie",52.194157,21.0346955
917363457,7,True,5500,blok,53.0,3,650.0,"Pohoskiego 1, Warszawa",52.1783758,21.0295086
789651733,0,True,3500,apartamentowiec,38.0,2,1.0,"Osiedle Hubertus, Mokotów, Warszawa",52.1703646,20.9963108
923435939,7,True,3200,apartamentowiec,38.0,1,1.0,"ul. Siennej, Warszawa",52.230823,20.9964345
916006959,2,True,3200,blok,51.0,3,1100.0,"ul. Bogusławskiego, Warszawa- Bielany",52.2785217,20.9168395
921840925,9,True,2700,blok,37.5,2,800.0,"ul. Mozarta 10, Warszawa",52.171966,21.0291872
923872515,2,True,2600,kamienica,44.0,2,400.0,"Warszawa, Ul. Łomiańska",52.2807103,20.9693791
923873645,0,True,2300,blok,38.0,2,790.0,"ulica Kochanowskiego, Bielany, Warszawa",52.2686547,20.9451469
749986258,2,True,4500,apartamentowiec,50.0,2,800.0,"Warszawa, Grzybowska",52.2346688,20.9907818
911152815,1,True,4990,blok,64.0,3,1000.0,"ul. Tamka 33A, Warszawa",52.2367307,21.0247888
821299807,2,True,2250,kamienica,19.0,1,450.0,"ul. J. Dąbrowskiego 25, Warszawa",52.2016315,21.017249
754590258,0,True,2900,blok,48.0,2,800.0,"ul. Orlego Lotu 4, Warszawa",52.22725089999999,21.0905508
923869817,1,True,4100,blok,57.0,2,900.0,"ul. Jana Kazimierza 46, Warszawa",52.22357359999999,20.940538
923039182,1,True,4200,blok,68.0,4,,"ul. Puszczyka, Ursynów, Warszawa",52.160238,21.0224973
904917741,1,True,3700,blok,50.0,2,700.0,"Warszawa, Al. Zjednoczenia 15",52.2797578,20.9484496
923093719,1,True,3800,kamienica,47.0,2,58760.0,"Dąbrowskiego 79, Warszawa",52.1989575,21.0045078
920735397,2,True,4000,blok,49.0,3,650.0,"ul. Narwik, Bemowo, Warszawa",52.2420203,20.8961554
923867865,3,True,2000,blok,29.0,1,493.0,"ul. Begonii, Warszawa, Marysin Wawerski",52.2399444,21.1472254
921134679,5,True,4000,apartamentowiec,56.0,2,1.0,"ul. Łopuszańska, Warszawa",52.1935787,20.9411611
923866437,6,True,3500,blok,45.04,3,600.0,"ul. Kompanii AK „Goplana” 7, Warszawa, Ursus",52.2062887,20.8772306
653111503,10,False,2500,blok,40.0,2,720.0,"ul. Książkowa 9c, Białołęka Tarchomin, Warszawa",52.33084350000001,20.9405707
921760814,1,True,3500,blok,42.0,2,,"Warszawa, Bemowo",52.2409067,20.9113297
922601897,0,True,4200,blok,46.0,2,,"ul. Bukowiecka, Warszawa (Targówek)",52.2731589,21.0773312
640899423,4,True,3700,apartamentowiec,67.0,3,1080.0,"ul. Hery 25abcd, Bemowo, Warszawa",52.2505399,20.9089102
917650997,3,True,4500,apartamentowiec,100.0,4,1500.0,"Warszawa, Ulica Braci Stryjeńskich Ursynów",52.1365391,21.0503
896822190,2,True,2200,blok,48.0,2,800.0,"ul. Ludowa, Mokotów, Warszawa",52.2010249,21.0273894
714893329,1,True,2700,wolnostojacy,45.0,2,1.0,"Warszawa, Wesola",52.2329397,21.225198
921322011,2,True,4000,apartamentowiec,45.0,2,800.0,"ul. Szwedzka 22, Warszawa",52.264421,21.0433214
799602792,,True,2190,blok,17.0,1,1.0,"Kawcza 60, Warszawa",52.2406945,21.1052676
916408614,2,True,3600,blok,45.0,2,,"ul. Marywilska, Białołęka, Warszawa",52.3098028,21.0046376
923860466,2,True,2800,kamienica,45.0,1,10.0,Warszawa Zwoleńska 131,52.2042905,21.1642237
923861676,3,True,3300,blok,67.0,3,1200.0,"ulica Belgradzka, Warszawa",52.1399919,21.0579816
913118813,1,True,7800,szeregowiec,120.0,4,500.0,"ul. Celulozy, Wawer, Warszawa",52.1664392,21.1774925
674090198,2,True,2800,apartamentowiec,31.0,2,500.0,"ul. Obrzeżna, Mokotów, Warszawa",52.173523,20.9999269
845752752,0,True,2600,blok,23.0,1,450.0,"ul. Wilcza, Centrum, Warszawa",52.2247175,21.0149539
920759643,4,True,2799,apartamentowiec,41.0,2,710.0,"ulica Herbu Oksza, Ursus, Warszawa",52.2037337,20.8840122
922767932,1,True,3100,blok,44.1,3,600.0,"Ursus H Brodatego, Warszawa",52.1993033,20.8564087
912654899,3,True,3399,pozostale,42.0,2,,"Warszawa, Warszawski Żoliborz",52.26932859999999,20.9818745
747035652,3,True,3300,kamienica,31.0,1,680.0,"ul. Chmielna 73C, Warszawa",52.2281604,20.9966249
922567340,4,True,2500,apartamentowiec,28.0,1,400.0,"ul. Lazurowa, Bemowo, Warszawa",52.2326597,20.8968437
804469623,1,True,3700,apartamentowiec,41.0,2,450.0,"Warszawa, ul. Kłobucka 6D, Mordor",52.1614795,20.9926609
687381202,1,True,3000,blok,30.0,2,1.0,"ul. Podskarbińska 30, Praga Południe, Warszawa",52.2536986,21.0742763
923856617,0,True,2700,blok,37.0,2,650.0,"ul. Sulmierzycka, Warszawa",52.1922357,20.9712089
812812717,3,True,2600,blok,37.0,1,512.0,"Warszawa, Bemowo",52.2409067,20.9113297
910327470,2,True,2450,blok,40.0,2,650.0,"ul. Szegedyńska, Warszawa",52.2911564,20.9437695
771761454,0,True,3000,blok,46.0,2,850.0,"ul. Księcia Janusza, Warszawa",52.2442006,20.9400676
917942787,5,True,5800,apartamentowiec,81.0,3,,"ul. Narwik 16, Warszawa",52.2422348,20.8961151
922134095,0,True,3200,blok,58.0,3,1.0,"Skarbka z Gór 27a, Warszawa",52.3176025,21.0570251
691533476,1,True,2700,apartamentowiec,41.0,2,800.0,"Ursynów, Warszawa",52.13785439999999,21.0291229
860190730,9,True,3200,kamienica,54.4,2,700.0,"ul. Wolska, Wola, Warszawa",52.2303327,20.9540324
919580290,3,True,5900,kamienica,83.9,3,1300.0,"ulica Rakowiecka 45, Stary Mokotów, Warszawa",52.2068727,21.0054965
856956035,4,True,2200,blok,19.5,1,600.0,"ul. Krzemieniecka 10, Warszawa",52.2747366,20.9664551
920427973,1,True,3900,blok,50.0,2,800.0,"ul. Dygata, Żoliborz, Warszawa",52.2555273,20.9675252
923851178,3,True,2500,blok,45.0,2,800.0,"Ursynów, Warszawa",52.13785439999999,21.0291229
825743082,3,True,3300,apartamentowiec,42.0,2,500.0,"ul. Igańska 2a, Warszawa",52.2393741,21.0926967
923849567,,True,2300,blok,38.0,1,640.0,"ulica Grójecka, Warszawa Ochota",52.2111237,20.9767819
916879751,9,True,2800,blok,36.0,2,800.0,"ul. Jana Bytnara ‘Rudego’ 13A, Mokotów, Warszawa",52.1926631,21.0083367
863708865,7,True,5000,blok,52.0,3,1000.0,"Saska Kępa, Warszawa",52.2323652,21.0608047
790694148,5,True,2099,kamienica,22.0,1,299.0,"Puławska 69, Warszawa",52.2020497,21.0238127
922611445,2,True,1250,blok,10.0,4,,"ul. Smoluchowskiego 6, Mokotów, Warszawa",52.17831779999999,21.0125603
923847960,11,True,2500,blok,19.0,1,400.0,"ul. Batorego, Mokotów, Warszawa",52.2108885,21.0085384
916895097,7,True,3600,apartamentowiec,39.5,2,550.0,"ul. Fort Wola, Wola, Warszawa",52.2264922,20.9306028
675752357,5,True,3700,blok,29.0,2,,"ul. Żelazna 76, Warszawa",52.2380204,20.988881
922455994,,True,2700,blok,55.0,2,800.0,"Warszawa, UL. LASEK BRZOZOWY, URSYNÓW, WARSZAWA",52.1440582,21.0603001
923682010,4,True,2900,apartamentowiec,30.0,2,400.0,"ul. Lazurowa, Warszawa",52.2326597,20.8968437
827387845,1,True,3100,blok,45.0,2,600.0,"ul. Goździków 13, Marysin Wawerski, Warszawa",52.2388887,21.1370539
923845256,4,True,3900,blok,52.1,2,700.0,"Warszawa, ul. Jana Kazimierza 64",52.2225135,20.9310395
880392681,2,True,2900,blok,35.0,2,600.0,"Warszawa, ul. Chrzanowskiego 19",52.2524096,21.0784442
923235666,0,True,3200,blok,32.0,2,,"Warszawa, ul. Fleminga 43",52.3187038,20.9792052
899390162,1,True,3500,wolnostojacy,25.0,1,1.0,"Warszawa, Żerań (Białołęka), 03-190",52.3099444,20.9864688
673435845,1,True,4300,apartamentowiec,63.0,3,1.0,"ul. Sokołowska 9, Warszawa",52.2346993,20.9596215
922588232,8,True,5000,apartamentowiec,40.0,2,720.0,"ul. Ludwiki, Warszawa",52.2301906,20.9624746
923842606,2,True,4200,apartamentowiec,45.0,2,520.0,"ul. Cybernetyki 7F, Warszawa",52.1736449,20.9973916
807316609,2,True,2499,blok,30.0,1,300.0,"Sadach Żoliborskich, Warszawa",52.26837159999999,20.9897152
709950024,2,True,1400,wolnostojacy,18.0,1,1.0,"ul. Żubrowa, okolice ul. Wóycickiego, Bielany Młociny, Warszawa",52.3113462,20.9156719
923841015,3,True,2200,kamienica,24.0,1,,"Zakroczymska, Nowe Miasto, Warszawa",52.2558151,21.0054166
666421601,0,True,4200,apartamentowiec,68.0,2,1.0,"ul. Aleja Rzeczypospolitej 29c, Wilanów, Warszawa",52.1661168,21.0669043
920892623,3,True,2500,blok,32.0,1,610.0,"Chomiczówka, Bielany, Warszawa",52.27319860000001,20.9240837
656654693,1,True,3700,blok,43.0,3,800.0,"ul. Domaniewska, Warszawa",52.1833264,21.007074
923839890,6,True,2600,blok,35.0,2,1.0,"Warszawa, ul. Krzyżówki (Żerań)",52.3078468,20.9938462
678110246,0,True,3500,blok,59.0,2,800.0,"Olszynka Grochowska, Warszawa",52.24591479999999,21.1230451
695234164,4,True,2600,blok,32.0,2,,"ul. Batalionów Chłopskich, Bemowo, Warszawa",52.2320623,20.8832508
786612379,2,True,3900,kamienica,80.0,1,1.0,"ul. Lubelska 10a, 05-077 Warszawa",52.2131477,21.2590841
692391616,2,True,3500,apartamentowiec,47.0,2,500.0,"ul. Instalatorów 5a, Warszawa",52.1976726,20.9590895
923837240,1,True,2700,blok,26.0,1,450.0,"ul. Grójecka, Ochota (Rakowiec), Warszawa",52.2048213,20.9709475
921113782,1,True,4500,blok,52.0,3,,"ul. Grzybowska, Śródmieście, Warszawa",52.2349503,20.9921181
920711075,2,True,8000,kamienica,80.0,3,,"Stary Żoliborz, Warszawa",52.2667563,20.9888273
923414751,10,True,3500,blok,45.0,2,500.0,"ul. Wita Stwosza 50, Warszawa",52.1789504,21.0196153
923432654,0,True,1460,kamienica,20.0,1,320.0,"ul. Moniuszki 11c, Marki, Warszawa",52.3415437,21.1249241
655245565,2,True,2700,blok,21.0,1,1.0,"ul. Grzeszczyka, Ochota, Warszawa",52.2001173,20.971808
922584655,,True,2500,blok,20.0,1,1.0,"ul. Daleka, Centrum, Warszawa",52.2221249,20.9885376
616683156,10,True,3500,blok,37.0,2,1.0,"ulica Norwida, Wola, Warszawa",52.2318338,20.9373223
923787997,6,True,3900,apartamentowiec,38.0,2,600.0,"ul. Żeńców, dzielnica Bemowo, Warszawa",52.2261677,20.8937259
922583331,1,True,12000,szeregowiec,140.0,4,500.0,"Bysławska, Warszawa Wawer",52.157134,21.1911222
916827178,2,True,3400,blok,60.0,3,1243.0,"Ul. Dziatwy, Białołęka, Warszawa",52.3315583,20.971177
923832117,,True,1700,blok,17.0,1,,"Bokserska 73, Warszawa",52.1712009,20.9891433
919042997,3,True,3500,blok,44.0,2,,"Warszawa, Al. Jana Pawła II",52.2452495,20.9908202
920660273,6,True,4700,apartamentowiec,50.0,3,958.0,"Warszawa, ul. Cybernetyki 3C",52.17504590000001,20.998964
835665754,3,True,2500,apartamentowiec,36.0,1,640.0,"Teatralna, Warszawa",52.24847279999999,21.0072266
923209911,11,True,3500,blok,27.0,1,,"ul. Marszałkowska, Śródmieście, Warszawa",52.2281812,21.0125643
923210331,11,True,3500,blok,27.0,2,,"ul. Marszałkowska, Śródmieście, Warszawa",52.2281812,21.0125643
920684986,2,True,2100,blok,38.89,2,700.0,"ul. Międzyborska, Praga-Południe, Warszawa",52.2378467,21.0811995
761140337,4,True,4100,blok,76.0,3,1100.0,"ul. Zadumana, Ochota, Warszawa",52.205019,20.9481081
646308182,1,True,3100,blok,36.0,2,1.0,"ul. Korotyńskiego 20, Warszawa, dzielnica Ochota",52.20179719999999,20.9769582
711514077,2,True,2300,blok,24.0,1,500.0,"Morskie Oko, Mokotów, Warszawa",52.2035449,21.0248094
923829358,3,True,4300,blok,64.7,3,1000.0,"ul. Jana Wasilkowskiego 3, Warszawa",52.1448011,21.0489668
906877243,2,True,2600,blok,38.2,2,525.0,"Praga Północ, Warszawa",52.26330050000001,21.0283169
923827968,3,True,1400,blok,10.0,4,,"ul. Pohoskiego, Mokotów, Warszawa",52.1789292,21.0301944
918800546,0,True,3000,blok,33.0,2,650.0,"ul. Herbu Oksza, Ursus, Warszawa",52.2037337,20.8840122
922336678,3,True,3300,blok,30.0,2,500.0,"Warszawa, ul. Bagno 5",52.2353363,21.0053227
914512199,4,True,3000,blok,30.0,2,500.0,"ul. Aleksandra Kotsisa 8C, Praga Północ, Warszawa",52.27622599999999,21.0172216
755862840,3,True,4000,blok,40.0,2,700.0,"ul. Hubnera, Żoliborz Artystyczny, Warszawa",52.256132,20.96522
759788055,11,True,5000,blok,65.0,3,,"ul. Bukowińska 12, Warszawa",52.1831593,21.0254022
905254694,1,True,3000,blok,52.0,3,1000.0,"ul. Podchorążych, Mokotów, Warszawa",52.2084886,21.0449823
922580173,0,True,3500,blok,50.0,2,500.0,"Warszawa, ul. Jana Długosza",52.2403892,20.9678242
923826374,6,True,2900,blok,47.0,3,,"ul. Magnacka, Warszawa",52.1959144,20.8587123
912873606,1,True,2200,pozostale,30.0,1,600.0,"Warszawa, Centrum Warszawy, Muranów, blisko stacji Ratusz Arsenał i Placu Bankowego",52.24552,20.99994
755295105,11,True,2700,blok,57.0,3,1250.0,"ul. Szolc-Rogozińskiego, Ursynów, Warszawa",52.1514006,21.0513759
923823203,1,True,2050,blok,36.0,1,700.0,"ul. Odyńca - stary Mokotów, Warszawa",52.1959902,21.013328
923001498,5,True,3300,blok,57.0,2,670.0,"ul. Bluszczańska 74, Warszawa",52.2091588,21.0606728
895565162,,True,4000,pozostale,30.0,1,1.0,"ul. Galopu 7, Warszawa",52.1562121,21.0033567
922952793,1,True,3500,kamienica,68.0,2,1.0,"ul. Wiejska, Warszawa",52.2257689,21.0260328
829263769,3,True,2600,blok,42.51,2,553.0,"ul. Świetlików 8, Warszawa",52.2285225,20.9115734
867215279,2,True,3400,blok,41.0,2,700.0,"ul. Orzyca 16, Warszawa",52.1755848,21.0039285
917270385,0,True,3000,blok,64.0,2,1300.0,"ul. Skarbka z Gór, Warszawa",52.3172627,21.0591052
767492951,3,True,3200,blok,40.0,2,500.0,"ul. Mołdawska/Okińskiego, Warszawa",52.19693359999999,20.977111
923822215,0,False,5000,blok,55.0,3,1200.0,"ul. Kierbedzia, Mokotów, Warszawa",52.1988632,21.044042
923822169,2,True,2800,blok,38.0,2,600.0,"Białołęka, Warszawa",52.32898789999999,21.0076793
923821739,2,True,2800,blok,38.0,2,600.0,"Bialoleka, Warszawa",52.32898789999999,21.0076793
686756325,2,True,3500,blok,38.0,2,,"Wołoska, Mokotów, Warszawa",52.1899919,21.0016905
787012840,2,True,2200,kamienica,24.0,1,550.0,"Metro Świętokrzyska, Warszawa Śródmieście, mazowieckie",52.23527319999999,21.0084945
854066013,3,True,2800,apartamentowiec,32.0,1,350.0,"Al. Jerozolimskie, Warszawa",52.2072628,20.945304
911269683,4,True,2600,blok,45.0,2,750.0,"ul. Wrzeciono 36, Bielany, Warszawa",52.2945869,20.941556
923819073,1,True,3399,apartamentowiec,41.0,1,630.0,"Lazurowa 19, Warszawa",52.2262265,20.8967927
764017114,0,True,4490,pozostale,79.0,3,1170.0,"Białołęka, Warszawa",52.32898789999999,21.0076793
917087130,1,True,3399,apartamentowiec,41.0,2,630.0,"Lazurowa 19, Warszawa",52.2262265,20.8967927
692023823,3,True,3750,apartamentowiec,34.0,2,,"Osiedle 19 Dzielnica, Warszawa",52.226619,20.9820864
799730210,0,True,3100,blok,50.0,2,650.0,"ul. Solipska, Warszawa Włochy",52.2012927,20.9092621
920908633,5,True,2800,apartamentowiec,32.0,1,500.0,"ul. Jana Kazimierza, Warszawa",52.2229213,20.9393172
691181939,2,True,2200,blok,31.0,1,740.0,"Warszawa, Warszawskie Ursynów",52.13785439999999,21.0291229
736469664,4,True,2500,apartamentowiec,35.0,1,600.0,"ul. Postępu 12, Warszawa",52.176897,20.9966073
923815542,3,True,3450,blok,30.0,1,550.0,"Port Praski, Warszawa",52.2489758,21.0320858
617825862,4,True,4000,blok,41.0,2,800.0,"ul. Kasprzaka 29C, Warszawa",52.2260152,20.9564341
708414938,2,True,2200,kamienica,30.0,1,690.0,"ul. Grochowska, Praga Południe, Warszawa",52.2449097,21.0887778
921328116,2,True,3300,blok,34.0,2,550.0,"ul. Taylora 2A, Warszawa",52.1996009,20.8817181
923411706,4,True,3800,apartamentowiec,71.7,3,1200.0,"ulica Bora-Komorowskiego, Gocław, Warszawa",52.2253818,21.0899687
923155263,,True,2000,wolnostojacy,22.0,1,400.0,"ul. Łuki Małe, Nowe Włochy, Warszawa",52.2081337,20.9085844
679501570,6,True,1400,blok,40.0,2,300.0,"ul. Stańczyka 4, Warszawa",52.2224588,20.9570884
923814267,4,True,2700,blok,36.0,2,750.0,"ul. Herbsta 4, Warszawa",52.155162,21.0321323
920720223,3,True,3950,apartamentowiec,67.0,3,1059.0,"ul. Drawska, Warszawa, Ochota",52.206864,20.954589
563984609,1,True,2300,blok,21.0,1,500.0,"Warszawa, ul. Zegadłowicza 4",52.2278654,20.9723353
923813860,6,True,3000,blok,42.0,2,850.0,"ul. Mińska 25A, Praga Południe, Warszawa",52.2491036,21.0594373
919600097,1,True,3250,apartamentowiec,44.0,2,,"Kieślowskiego 3A, Wilanów, Warszawa",52.1655473,21.0798859
919430600,5,True,4000,apartamentowiec,45.0,2,800.0,"ul. Szwedzka 22, Warszawa",52.264421,21.0433214
921319574,1,True,3300,blok,40.0,2,700.0,"ul. Silnikowa 13, Warszawa",52.2010519,20.8888309
923810390,3,True,2400,blok,26.0,1,800.0,"Warszawa, ulica Astronautów",52.1827581,20.9746711
846313635,3,True,2400,kamienica,20.0,1,1.0,"ul. Astronautów 1, Warszawa",52.181683,20.9777193
918694287,0,True,3000,blok,34.0,2,750.0,"ul. Bartycka, Mokotów, Warszawa",52.2126045,21.0604251
654882462,3,True,3700,blok,44.0,2,670.0,"ul. Ryżowa, Warszawa-Ursus",52.192209,20.9081966
894675292,2,True,2900,blok,37.0,2,600.0,"ul. Instalatorów, Warszawa",52.1991661,20.9542324
923807539,4,True,4000,blok,47.0,3,500.0,"osiedle Miasteczko Nova Ochota, Warszawa",52.2103359,20.9712206
