offerid,floor,furnitured,price,buildingtype,area,rooms,rent,address,latitude,longitude
913654768,,True,2600,apartamentowiec,37.0,2,398.0,"ul. Hokejowa, Gdańsk",54.3064699,18.5969504
923806955,6,True,3600,blok,61.7,3,830.0,"ul. Kombatantów 1, Gdańsk Zaspa (Rozstaje)",54.3961657,18.6110236
905465726,3,True,2500,blok,40.0,2,500.0,"ul. Wielkopolska, Gdańsk",54.3121867,18.5900551
922737413,0,True,2600,wolnostojacy,40.0,2,,Gdańsk Siedlce,54.3470942,18.6171409
842723517,3,True,5900,blok,79.5,4,1100.0,"Osiedle Kartuska, Gdańsk",54.3441318,18.547453
915741808,8,True,2900,blok,36.6,2,650.0,"Centrum Wrzeszcza, Gdańsk",54.3754013,18.6091245
689758911,1,True,3600,apartamentowiec,43.0,2,550.0,"Zajezdnia Wrzeszcz, Gdańsk",54.39015449999999,18.5787965
923796878,11,True,3500,apartamentowiec,55.0,2,550.0,"ul. Aleja Rzeczypospolitej, Gdańsk",54.3962594,18.5990906
923796367,2,True,3300,apartamentowiec,64.0,3,700.0,"ul. Cedrowa 27, Gdańsk",54.3383052,18.5861762
923791362,1,True,180,apartamentowiec,38.0,2,1.0,"ul. Sucha 37, Gdańsk",54.3952058,18.6430091
682868979,8,True,2200,blok,22.0,1,411.0,"ul. Bora-Komorowskiego 87a, Gdańsk",54.40869009999999,18.5850176
923780685,4,True,210,kamienica,23.0,1,,"ul. Stefani Sempołowskiej, Gdańsk",54.3428579,18.6638868
803253209,5,True,3000,apartamentowiec,33.0,2,600.0,"ul. Toruńska, Gdańsk",54.3433393,18.6514797
915279913,,True,2500,apartamentowiec,34.0,1,450.0,"Gdańsk, Jasień",54.3397877,18.5482228
847267470,0,True,2500,blok,45.0,2,550.0,"Piecki-Migowo, Gdańsk",54.3575975,18.5786542
923771637,1,True,2200,blok,33.0,2,660.0,"ul. Piastowska, Gdańsk",54.4157761,18.5845554
922912822,3,False,2250,blok,48.0,2,780.0,"Orunia Górna, Gdańsk",54.3241896,18.615913
923756611,2,True,2600,blok,45.0,2,350.0,"ul. Myśliwska, Gdańsk",54.3483645,18.5618468
922457483,8,True,2500,blok,48.2,2,2500.0,"ul. Z. Burzyńskiego 8E, Gdańsk-Zaspa",54.3953208,18.6072848
704105912,3,True,2550,blok,25.0,1,800.0,"ul. Strzelecka 6, Gdańsk",54.352796,18.6384461
923737197,7,True,2000,blok,26.0,1,500.0,"Gdańsk, Centrum Przymorza - Żabianki",54.4190113,18.5754585
915417819,3,True,2600,blok,41.0,2,550.0,"Gdańsk, ul. Myśliwskie Wzgórze",54.3482853,18.5630968
803526010,3,True,4500,apartamentowiec,71.0,4,850.0,"ul. Myśliwska, Gdańsk",54.3483645,18.5618468
855205622,4,True,3200,blok,45.0,2,800.0,"ul. Jagiellońska, Gdańsk Przymorze",54.4132168,18.5933639
923677082,4,False,2500,blok,41.0,2,500.0,"Lawendowe Wzgórze, Gdańsk",54.3287623,18.5637772
675895964,0,True,2800,blok,59.0,3,700.0,"ul. Storczykowa 24A, Gdańsk",54.3550865,18.5073457
752646110,2,True,3000,blok,43.6,2,1.0,"ul. Broniewskiego, Gdańsk Brzeźno",54.4045006,18.6382826
923289178,2,True,2800,kamienica,58.0,2,,"ul. Kościuszki, Gdańsk",54.3880698,18.6166023
923711699,,True,3300,kamienica,35.0,2,,"blisko centrum, Gdańsk",54.4013081,18.6659608
885713496,3,True,2250,blok,38.0,2,390.0,"Zaborni/Ujeścisko, Gdańsk",54.33841109999999,18.5722239
918984065,4,True,300,apartamentowiec,36.0,1,,"Wrzeszcz, Gdańsk",54.3754013,18.6091245
917280786,0,True,2800,apartamentowiec,35.0,2,550.0,"Orunia Górna, Gdańsk",54.3241896,18.615913
853941769,1,True,2300,blok,28.0,1,350.0,"ul. Lenartowicza 10, Gdańsk",54.35736199999999,18.68714
789143282,3,True,2000,kamienica,15.0,1,600.0,"ul. Seredyńskiego, Gdańsk",54.3494059,18.6662911
698176631,4,True,2800,blok,38.0,2,500.0,"ul. Eugeniusza Węgrzyna 10, Gdańsk - Ujeścisko/Jasień",54.33460969999999,18.5679795
844000345,2,True,3300,blok,63.0,3,800.0,Gdańsk,54.35202520000001,18.6466384
923663573,2,True,3000,blok,36.0,2,550.0,"ul. Starowiejska, Gdańsk",54.3953089,18.6466291
777793037,5,True,1600,blok,20.0,1,600.0,"ul. Mazurska, Brzeźno, Gdańsk",54.408029,18.6350449
923554972,6,True,1600,blok,25.0,1,,"ul. Wita Stwosza, Oliwa, Gdańsk",54.3978648,18.5697205
860182798,0,True,4000,wolnostojacy,80.0,3,1.0,"Gdańsk, Strzyża",54.3865467,18.5836153
777668803,,True,2650,loft,28.0,1,500.0,"ul. Wałowa, Gdańsk",54.3584168,18.6546345
910440642,2,True,3200,blok,63.7,3,,"ul. Przytulna, Gdańsk",54.3507748,18.5331403
922323010,0,True,5000,apartamentowiec,58.8,3,1100.0,"Osiedle Moderna Oliwski Park, Gdańsk",54.4112209,18.5620805
890606640,2,True,3500,blok,45.0,2,700.0,"Nadmorski Dwór, Gdańsk Brzeźno",54.4062,18.6214574
781234696,4,True,3700,apartamentowiec,65.0,3,313.0,"ul. Przemyska, Gdańsk",54.3281748,18.5933471
788355900,4,True,2100,blok,28.0,1,490.0,Gdańsk Śródmieście,54.3480121,18.6564851
923622252,3,True,3200,blok,50.0,2,700.0,"ul. Sochaczewska, Wrzeszcz, Gdańsk",54.3843784,18.6246156
613515376,0,True,4100,apartamentowiec,60.0,3,1200.0,"ul. Chodkiewicza, Gdańsk, dzielnica Brzeźno",54.407593,18.6325201
836468118,4,True,6900,apartamentowiec,95.0,4,1200.0,"Porto, Gdańsk",54.35202520000001,18.6466384
923595249,3,True,2500,kamienica,60.0,2,1000.0,"ul. Lilly Wenedy 18, Gdańsk Wrzeszcz",54.3857637,18.6171561
686708268,5,True,2800,apartamentowiec,39.5,1,250.0,"Akademia Muzyczna, Gdańsk",54.3461922,18.6635292
923593251,4,True,2600,blok,38.0,2,400.0,"Lawendowe Wzgórze, Gdańsk Jasień",54.3287623,18.5637772
923585160,5,True,1300,blok,84.0,4,1200.0,"ulica Startowa, Gdańsk Zaspa",54.3952396,18.594674
918292786,2,True,2800,apartamentowiec,70.0,3,700.0,"ul. Serdeczna 1B, Gdańsk",54.351433,18.5304609
916319757,5,True,5600,apartamentowiec,68.0,3,,"Zajezdni Wrzeszcz, Gdańsk",54.3938606,18.6181393
916319729,5,False,2050,pozostale,31.0,1,,"ul. Pilotów 14E, Gdańsk Zaspa",54.394025,18.590135
923574639,6,True,3000,blok,38.0,3,705.0,"ul. Obrońców Wybrzeża 8C, Gdańsk Przymorze",54.408908,18.5990923
923563993,0,True,2600,blok,48.0,2,550.0,"ul. Nieborowska 48, Chełm, Gdańsk",54.3307063,18.6016359
922067147,6,True,3990,apartamentowiec,44.6,2,620.0,"ul. Hemara, Gdańsk",54.3825505,18.5916807
923559433,2,True,2500,apartamentowiec,34.0,1,450.0,"ZASPA, Gdańsk",54.3964051,18.6017672
865739946,2,True,3200,kamienica,40.0,2,310.0,"ul. Kościuszki 65, Dolny Wrzeszcz, Gdańsk",54.38798509999999,18.6155717
810622413,4,True,2700,blok,38.0,2,500.0,"ul. Węgrzyna 14, Gdańsk",54.3345981,18.5691313
923537104,0,True,2000,blok,35.0,1,520.0,"ul. Leszczynowa, Gdańsk Jasin",54.35202520000001,18.6466384
923509101,1,True,3300,blok,63.0,3,800.0,"Gdańsk, Morena",54.352628,18.5928151
789097193,2,True,3300,apartamentowiec,43.0,2,670.0,"ul. Chmielna 73, Gdańsk",54.3431729,18.65603
916942542,1,False,2200,kamienica,42.0,2,700.0,"ul. Do Studzienki, Gdańsk",54.3715273,18.6108184
913408773,1,True,260,blok,27.0,1,1.0,"ul. Elektryków, Gdańsk",54.364642,18.6482819
871074315,1,True,2800,apartamentowiec,35.0,1,500.0,"ul. Śląska 12, Gdańsk Oliwa",54.4062832,18.5768217
864349447,2,True,2500,blok,43.0,2,340.0,"ul. Hokejowa, Gdańsk",54.3064699,18.5969504
922226978,1,True,2800,blok,38.0,2,600.0,"ul. Czereśniowa 34C, Gdańsk",54.33668729999999,18.5805731
677421360,1,True,3200,kamienica,50.0,2,600.0,"Gdańsk, ul. Kochanowskiego",54.3866508,18.6309058
709846441,5,True,1950,blok,20.0,1,450.0,"Gdańsk Siedlce, ul. Kartuska, Gdańsk",54.3441318,18.547453
770634442,2,True,2350,kamienica,29.0,1,550.0,"ul. Partyzantów, Wrzeszcz, Gdańsk",54.3788553,18.5953939
923479024,1,True,2800,kamienica,25.0,1,470.0,"ul. Leczkowa, Wrzeszcz, Gdańsk",54.3783381,18.6199831
923473877,1,False,2300,blok,41.0,2,,"ul. Czereśniowa, Gdańsk",54.3375912,18.5757089
916894447,4,True,3600,blok,55.0,2,500.0,Gdańsk,54.35202520000001,18.6466384
923069459,1,True,2100,wolnostojacy,16.0,1,350.0,Gdańsk Przymorze,54.4110465,18.598796
923464420,1,True,4000,blok,73.0,3,1200.0,"ul. Myśliwska 26c, Morena, Gdańsk",54.35098660000001,18.5805307
879640986,1,True,4000,kamienica,66.0,3,890.0,"ul. Ogarna 31/32, Gdańsk",54.3477899,18.6511101
923460844,1,True,2900,kamienica,43.0,3,888.0,"ul. Twarda, Gdańsk",54.3761434,18.6343523
779119340,0,True,1900,blok,36.0,1,550.0,"ul. Skarpowa, Gdańsk",54.3531821,18.6224841
923455329,8,True,2400,blok,30.0,1,,"ul. Lema 13, Morena, Gdańsk",54.3494417,18.5930441
923363244,4,True,2800,blok,58.0,2,790.0,"ul. Pilotów, Zaspa, Gdańsk",54.393837,18.5919647
923449070,1,True,2400,wolnostojacy,18.0,1,375.0,"Gdańsk, Gdańska Oliwa",54.4046859,18.5318617
923448286,9,True,2000,pozostale,28.5,1,,"Gdańsk, ul. Bitwy Oliwskiej 15",54.4219777,18.5668747
923447212,4,True,2000,blok,28.0,1,540.0,"Gdańsk, ul. Hilarego Koprowskiego 7",54.31148109999999,18.5752414
900578454,1,True,2600,blok,41.0,2,500.0,"ul. Czermińskiego, Gdańsk Jasień",54.3235739,18.5560224
923443979,4,True,2900,blok,45.0,2,,"ul. Przytulna, Gdańsk, Kiełpinek",54.3552481,18.5287837
904295484,8,True,2150,blok,30.0,1,500.0,"ul. Piastowska 90, Gdańsk Przymorze",54.416098,18.592229
923439593,3,True,3500,blok,45.0,2,,"ul. Osińskiego, Gdańsk, Kiełpinek",54.35202520000001,18.6466384
923436467,,True,2650,kamienica,28.0,1,220.0,"ul. Partyzantów 17, Gdańsk",54.3781759,18.6033414
739779342,5,True,2800,apartamentowiec,37.0,2,600.0,"ul. Rakoczego, Gdańsk",54.3577837,18.5844284
901038812,1,True,1897,blok,35.0,1,500.0,"ul. Jana Kielasa, Gdańsk",54.3050473,18.5851519
640683645,1,True,2000,blok,42.0,2,550.0,"Gdańsk, Zakoniczyn",54.3224506,18.5767633
656413929,3,True,3000,blok,44.0,2,700.0,"ul. Noskowskiego, Gdańsk",54.3539881,18.6124513
664930040,3,True,3000,apartamentowiec,44.0,2,700.0,"ul. Noskowskiego, Gdańsk",54.3539881,18.6124513
923411076,3,True,2000,blok,30.0,1,360.0,"ul. Jaworzniaków 20, Gdańsk, dzielnica Ujeścisko-Łostowice",54.3174576,18.5719559
806642778,7,True,2800,apartamentowiec,37.0,2,570.0,"osiedle Nowa Letnica, Gdańsk",54.395736,18.6463432
808287834,0,True,2600,blok,45.0,2,600.0,"ul. Jabłoniowa, Jasień, Gdańsk",54.3279009,18.5515901
807675928,3,True,2600,blok,40.0,2,400.0,"ul. Niepołomicka 24, Gdańsk",54.3133365,18.5955861
839766341,5,True,2300,blok,31.0,1,400.0,"ul. Pomorska, Gdańsk-Żabianka",54.417611,18.5768001
916806113,1,False,4200,kamienica,76.0,3,700.0,"ul. Jana Kochanowskiego, Wrzeszcz, Gdańsk",54.3866508,18.6309058
840833771,0,True,1750,blok,25.0,1,550.0,"ul. Góralska, Niedźwiednik, Gdańsk",54.378486,18.5634184
923379266,1,True,2550,blok,45.0,2,400.0,"ul. Piotrkowska, Gdańsk Południe",54.3283961,18.5774275
923378561,3,True,4000,apartamentowiec,80.0,3,,"ul. Partyzantów, Garnizon, Wrzeszcz, Gdańsk",54.382822,18.5908718
923376165,3,True,6500,apartamentowiec,102.0,4,1300.0,"Gdańsk, Morena",54.352628,18.5928151
920200549,3,True,3500,blok,40.0,2,500.0,"ul. Powstańców Wielkopolskich 5, 80-457 Gdańsk",54.4012211,18.6112639
923365862,1,True,2500,blok,49.0,2,600.0,"ul. Królewskie Wzgórze, Morena, Gdańsk",54.3498435,18.5694261
923363470,0,True,7000,blok,80.58,4,1300.0,"ul. Gdańska, Brzeźno, Gdańsk",54.402426,18.6297723
894442802,1,True,3300,apartamentowiec,45.53,2,550.0,"Gdańsk, dzielnica Śródmieście",54.34782320000001,18.651036
894442681,2,True,3000,blok,44.5,2,500.0,"Osiedle Kartuska 26, Gdańsk",54.3495028,18.6327568
923362417,1,True,2700,blok,43.15,2,400.0,"Osiedle Ogrody Diany, Osowa, Gdańsk",54.4208611,18.4714241
923354312,4,True,2800,blok,45.0,2,,"ul. Jagiellońska 42, Gdańsk Przymorze",54.4127735,18.6008168
854026227,1,True,2900,blok,56.0,2,550.0,"ulica Bergiela, Zakoniczyn, Gdańsk",54.3177666,18.5822243
923345675,1,True,2800,kamienica,23.0,2,500.0,"ul. Waryńskiego 13, Wrzeszcz, Gdańsk",54.3803954,18.6135447
923335489,3,False,2800,blok,44.0,2,680.0,"ul. Jagiellońska, Gdańsk",54.4132168,18.5933639
913268062,1,True,350,blok,36.0,2,,Gdańsk Żabianka/Sopot Jelitkowo,54.4190113,18.5754585
923329607,1,True,2500,kamienica,20.0,1,400.0,"ul. Waryńskiego 13, Gdańsk Wrzeszcz",54.3803954,18.6135447
923328560,2,True,3070,kamienica,63.0,2,330.0,"ul. Legionów, Wrzeszcz, Gdańsk",54.3861297,18.6112402
923328712,4,True,2870,blok,49.0,2,600.0,"ul. Myśliwskie Wzgórze, Gdańsk",54.3482853,18.5630968
923328642,6,True,2550,blok,37.0,2,,"ul. Lawendowe Wzgórze, Gdańsk",54.3287623,18.5637772
923318336,0,True,2600,apartamentowiec,42.43,2,,"Jasień, Gdańsk",54.3397877,18.5482228
923316652,1,True,2800,apartamentowiec,35.0,1,500.0,"ul. Śląska, Gdańsk",54.4063054,18.5809413
923313740,2,True,4400,blok,64.0,4,1200.0,ul. Powstańców Warszawskich 66A Gdańsk Suchanino,54.3550341,18.6148732
920317895,3,True,3300,apartamentowiec,47.0,2,700.0,"Osiedle Zajezdnia, Gdańsk",54.345306,18.6765716
923309279,2,True,3400,apartamentowiec,51.0,2,700.0,"al. Jana Pawła II, Gdańsk Zaspa",54.3969928,18.6045038
923301473,8,False,3500,apartamentowiec,45.0,2,,"ul. Wałowa, Osiedle Bastion Wałowa, Gdańsk Śródmieście",54.35889779999999,18.6532124
916163025,1,True,3550,apartamentowiec,40.0,2,,"ul. Stachury 2, Gdańsk Wrzeszcz, osiedle Garnizon",54.382822,18.5908718
923302086,3,False,3500,wolnostojacy,50.0,3,,"ul. Elizy Orzeszkowej, Gdańsk Aniołki, Gdańsk",54.3638964,18.6335099
923292039,0,False,2850,kamienica,34.0,2,,"ul. Fundacyjna, Gdańsk",54.3393678,18.6544889
923292044,9,True,2820,blok,30.8,2,550.0,"ul. Szara 7, Gdańsk",54.34874569999999,18.6101599
923292056,2,True,4670,blok,72.0,3,750.0,"ul. Lelewela, Gdańsk",54.3836916,18.6111
923290636,0,False,2850,kamienica,34.0,2,,"ul. Fundacyjna, Dolne Miasto, Gdańsk",54.3393678,18.6544889
923288899,1,True,2400,blok,54.0,2,550.0,"Osowa, Gdańsk",54.4186646,18.4793815
923289025,2,False,3300,blok,64.7,3,650.0,"osiedle Biotura, Gdańsk",54.3130239,18.5958458
923292073,1,True,2670,kamienica,25.0,1,470.0,"ul. Leczkowa, Gdańsk",54.3783381,18.6199831
923289576,2,True,3200,blok,38.0,2,,"ul. Jana i Macieja Kilarskich, Gdańsk",54.4158391,18.5643739
923289620,3,True,2400,kamienica,23.0,1,350.0,"ul. Wróbla, Dolne Miasto, Gdańsk",54.3404986,18.6577309
923283925,3,True,2650,kamienica,21.0,1,220.0,"ul. Partyzantów 17, Gdańsk",54.3781759,18.6033414
923276603,2,True,3600,apartamentowiec,53.0,2,650.0,"Gdańsk, osiedle Nadmorski Dwór",54.4062,18.6214574
923269040,1,True,2300,blok,64.0,2,700.0,"Orunia Górna, Gdańsk",54.3241896,18.615913
737691575,1,True,2250,blok,19.5,1,,"al. Rzeczypospolitej 23, Gdańsk",54.3917222,18.6071756
818929350,4,True,3193,blok,39.86,2,,"al. Rzeczypospolitej 23, Gdańsk",54.3917222,18.6071756
923263831,0,True,11000,apartamentowiec,105.0,3,1800.0,"ul. Opacka, Gdańsk",54.4126697,18.5598886
737278361,4,True,3192,blok,40.0,2,,"al. Rzeczypospolitej 23, Gdańsk",54.3917222,18.6071756
912232637,0,True,3577.32,apartamentowiec,48.88,2,,"ul. Kilińskiego 1, Gdańsk",54.3824763,18.6070859
682252769,11,True,3100,apartamentowiec,38.0,2,447.0,"Albatross Towers, Gdańsk Przymorze",54.4020214,18.5906669
911272179,1,False,2689.45,apartamentowiec,48.19,2,,"dzielnica Ujeścisko - Łostowice, Gdańsk",54.3302454,18.5903984
834754539,2,True,2400,blok,31.0,1,230.0,"ul. Kołodzieja, Gdańsk",54.334461,18.5815693
844875630,7,True,2300,apartamentowiec,45.0,2,600.0,"ul. Obrońców Wybrzeża 25, Gdańsk Przymorze",54.4106189,18.6023801
923243971,0,True,3500,blok,31.0,2,,"Morena, Gdańsk",54.352628,18.5928151
923242544,0,True,4400,blok,66.0,4,1200.0,"ulica Noskowskiego 5D, Gdańsk, Suchanino",54.3542265,18.6134648
879517486,2,True,3300,blok,52.0,3,600.0,"ulica Niepołomicka, Gdańsk",54.3102567,18.5987694
761372239,8,True,2400,blok,48.0,3,1000.0,"ul. Pomorska 86b, Gdańsk Żabianka",54.4183594,18.5808578
814746124,2,True,2400,blok,43.0,2,400.0,"ul. Zygmunta Rumla, Gdańsk",54.323621,18.6138949
894994760,4,True,2000,blok,20.0,1,600.0,"Przymorze, Gdańsk",54.4110465,18.598796
834701288,3,True,2400,blok,39.0,2,500.0,"ulica Wielkopolska, Gdańsk Łostowice",54.3121867,18.5900551
627859346,3,True,4000,blok,43.0,2,,"ul. Piastowska 96, Przymorze, Gdańsk",54.4151148,18.5916612
922419437,2,True,1950,blok,25.0,1,,"ul. Guderskiego, Gdańsk",54.3198958,18.5626349
868278688,8,True,2500,blok,37.0,2,570.0,"ul. Spadzista 10, Gdańsk",54.3420697,18.6412061
923202436,6,True,3290,apartamentowiec,34.0,2,580.0,"Zaspa, Gdańsk",54.3964051,18.6017672
923202667,4,True,2700,blok,28.0,1,400.0,"Leśna Polana, Morena, Gdańsk",54.43588039999999,18.5127233
923199987,5,True,3490,apartamentowiec,38.0,2,670.0,"ul. Grudziądzka, Gdańsk",54.394516,18.6196831
671300463,5,True,2900,apartamentowiec,33.0,2,600.0,"Zajezdnia Wrzeszcz, Gdańsk",54.39015449999999,18.5787965
923178868,10,True,350,blok,40.0,2,,"Żabianka, Gdańsk",54.4190113,18.5754585
923176542,3,True,2200,blok,27.0,1,370.0,"Przymorze, Gdańsk",54.4110465,18.598796
923173059,1,True,2190,kamienica,19.0,1,300.0,"ul. Kozia, Stare Miasto, Gdańsk",54.3508586,18.6511676
824064981,1,True,2800,blok,42.01,2,350.0,"ul. Homera, Gdańsk-Osowa",54.4189204,18.4844787
923146572,4,True,2800,blok,63.5,3,,"ulica Zamiejska 38, Gdańsk Chełm",54.3350502,18.6272942
892380658,7,True,4500,blok,68.0,3,920.0,"ul. Powstańców Warszawskich, Gdańsk",54.3562666,18.6207493
923128157,1,False,4000,pozostale,72.0,3,750.0,"Gdańsk Jasień, osiedle Leszczynowy Park",54.3332495,18.5572925
775629219,1,True,3200,apartamentowiec,47.0,2,400.0,"Gdańsk, dzielnica Południe",54.35202520000001,18.6466384
923124706,2,True,2500,blok,38.0,2,456.0,"Gdańsk, ul. Hokejowa",54.3064699,18.5969504
923124408,1,True,3300,blok,55.07,3,465.0,"ulica Kazimierza Wielkiego, Gdańsk",54.3018374,18.6114262
923116838,2,False,3500,blok,52.84,3,400.0,"Aleja Havla, Gdańsk",54.3297661,18.5976609
923111930,4,True,2100,blok,25.0,1,400.0,"Gdańsk, Lawendowe Wzgórze 6",54.3294055,18.5683547
859086286,6,True,2400,blok,26.0,1,600.0,"ul. Struga 6, Gdańsk, Siedlce",54.35202520000001,18.6466384
923106338,3,True,2300,blok,32.0,1,350.0,"Gdańsk, ul. Anny Jagiellonki",54.3278198,18.6050592
923101969,1,True,3500,blok,64.0,3,1100.0,"ul. Antoniego Suchanka 16, Gdańsk Chełm",54.3345075,18.6235093
923090711,0,True,2500,blok,28.0,1,550.0,"ul. Jagiellońska 42B, Gdańsk",54.4128616,18.6015435
923073297,1,True,3900,apartamentowiec,48.0,2,,"ulica Bursztynowa, Jelitkowo, Gdańsk",54.4244496,18.5901694
923072337,1,True,3800,apartamentowiec,61.0,3,1000.0,"ul. Angielska Grobla, Gdańsk Śródmieście",54.3506474,18.6652889
889317649,3,True,2400,blok,25.0,1,300.0,"ul. Jabłoniowa 18B, Gdańsk",54.3323926,18.5655527
664643211,6,True,3150,blok,42.0,2,850.0,"Obrońców Wybrzeża 3D, Gdańsk",54.4109042,18.5947228
700809770,2,True,3400,kamienica,70.0,4,470.0,"ul. Grunwaldzka, Gdańsk Wrzeszcz",54.3852422,18.5942576
923048928,1,True,2000,kamienica,30.0,1,500.0,Gdańsk Strzyża,54.3865467,18.5836153
923023282,1,True,2400,blok,42.0,2,400.0,"Gdańsk, osiedle Vivaldiego (Grubby)",54.30587149999999,18.5948304
877755463,1,True,950,szeregowiec,10.0,4,15.0,"ul. Raciborskiego, Piecki-Migowo, Gdańsk",54.3637688,18.596735
922994148,1,True,5217.02,apartamentowiec,71.86,3,840.76,"ulica Kilińskiego 1, Gdańsk-Wrzeszcz",54.3824763,18.6070859
922994087,11,False,3300,apartamentowiec,50.0,2,1000.0,Gdańsk Wrzeszcz,54.3754013,18.6091245
922994202,0,True,2577.25,blok,41.75,2,430.03,"ul. Mariana Kołodzieja 56A, Gdańsk",54.3349993,18.5824865
922992347,2,True,2400,blok,27.0,1,390.0,Gdańsk Stogi,54.3812546,18.6984749
922991246,11,True,270,blok,48.0,2,,"Zaspa, Gdańsk",54.3964051,18.6017672
915325262,3,True,4000,kamienica,48.8,2,,"Aniołki, Gdańsk",54.36329929999999,18.631716
765126424,0,True,2800,blok,40.0,2,370.0,"Osiedle Jasień Bulwary, Gdańsk",54.3444205,18.5310307
922984163,4,True,2400,blok,45.0,2,500.0,"ul. Żuławska, Gdańsk-Orunia",54.309914,18.6582825
697493518,4,True,3700,apartamentowiec,41.0,2,,"os. Garnizon, Gdańsk",54.382822,18.5908718
854650399,1,True,2100,blok,38.0,1,340.0,"ul. Bora Komorowskiego, Przymorze, Gdańsk",54.4084479,18.5855867
922959053,3,True,350,blok,48.0,3,,"ul. Pomorska, Gdańsk Żabianka",54.417611,18.5768001
744855968,0,True,2600,wolnostojacy,55.0,2,500.0,"ul. Biwakowa, Osowa, Gdańsk",54.4267941,18.4664222
922931794,2,True,3900,apartamentowiec,59.0,3,700.0,"Osiedle Oliwa Park, Gdańsk Przymorze",54.4140591,18.5818965
